DATE,OPEN,HIGH,LOW,CLOSE,VOL,Return_%,True_Range,Avg_Daily_Vol,Trading_Days
1998-04-10,113.25,113.38,109.75,111.19,19600000.0,-1.82,3.63,4900000.0,4
1998-04-17,111.38,112.44,110.0,112.28,24500000.0,0.81,2.44,4900000.0,5
1998-04-24,112.0,113.44,110.34,110.81,26800000.0,-1.06,3.1,5360000.0,5
1998-05-01,109.38,112.59,107.63,112.59,41400000.0,2.93,4.96,8280000.0,5
1998-05-08,112.72,113.31,109.34,111.13,30000000.0,-1.41,3.97,6000000.0,5
1998-05-15,111.56,112.69,110.34,111.03,27600000.0,-0.48,2.35,5520000.0,5
1998-05-22,110.72,112.78,109.83,111.25,27600000.0,0.48,2.95,5520000.0,5
1998-05-29,112.09,112.09,107.58,109.03,26800000.0,-2.73,4.51,6700000.0,4
1998-06-05,108.97,112.0,107.88,112.0,34300000.0,2.78,4.12,6860000.0,5
1998-06-12,111.94,113.06,108.25,110.44,31000000.0,-1.34,4.81,6200000.0,5
1998-06-19,108.81,111.78,107.5,110.06,37100000.0,1.15,4.28,7420000.0,5
1998-06-26,110.25,114.44,110.06,113.69,29400000.0,3.12,4.38,5880000.0,5
1998-07-03,114.25,114.94,113.06,114.84,17300000.0,0.52,1.88,4325000.0,4
1998-07-10,114.78,116.94,114.56,116.47,29600000.0,1.47,2.38,5920000.0,5
1998-07-17,116.56,119.0,116.06,118.56,28400000.0,1.72,2.94,5680000.0,5
1998-07-24,118.75,119.23,112.88,114.09,44800000.0,-3.92,6.35,8960000.0,5
1998-07-31,113.63,115.0,111.31,111.78,45300000.0,-1.63,3.69,9060000.0,5
1998-08-07,111.78,112.42,105.59,109.13,72500000.0,-2.37,6.83,14500000.0,5
1998-08-14,108.75,109.66,105.5,106.13,49500000.0,-2.41,4.16,9900000.0,5
1998-08-21,106.0,111.09,105.5,108.56,49300000.0,2.42,5.59,9860000.0,5
1998-08-28,109.25,111.25,102.16,103.38,74800000.0,-5.37,9.09,14960000.0,5
1998-09-04,103.75,104.02,93.63,97.75,96200000.0,-5.78,10.39,19240000.0,5
1998-09-11,100.88,103.13,96.81,101.69,67100000.0,0.8,6.32,16775000.0,4
1998-09-18,102.88,105.25,101.09,102.09,49900000.0,-0.77,4.16,9980000.0,5
1998-09-25,99.63,107.0,98.94,104.25,51100000.0,4.64,8.06,10220000.0,5
1998-10-02,105.31,106.31,97.22,100.72,55000000.0,-4.36,9.09,11000000.0,5
1998-10-09,99.59,101.28,92.22,98.53,73000000.0,-1.06,9.06,14600000.0,5
1998-10-16,100.63,107.25,98.75,106.0,61100000.0,5.34,8.5,12220000.0,5
1998-10-23,105.69,108.8,105.5,106.84,46200000.0,1.09,3.3,9240000.0,5
1998-10-30,107.72,110.91,106.03,110.0,41100000.0,2.12,4.88,8220000.0,5
1998-11-06,110.81,114.56,110.19,114.13,33600000.0,3.0,4.37,6720000.0,5
1998-11-13,113.94,114.25,111.69,113.22,42100000.0,-0.63,2.56,8420000.0,5
1998-11-20,114.22,116.75,112.89,116.63,30500000.0,2.11,3.86,6100000.0,5
1998-11-27,117.47,119.72,117.16,119.5,21500000.0,1.73,2.56,5375000.0,4
1998-12-04,119.02,119.38,115.09,118.38,47600000.0,-0.54,4.29,9520000.0,5
