DATE,OPEN,HIGH,LOW,CLOSE,VOL,Return_%,True_Range,Avg_Daily_Vol,Trading_Days
2017-11-30,258.04,266.05,255.63,265.01,1365800000.0,2.7,10.42,65038095.0,21
2017-12-31,264.76,268.6,260.76,266.86,1715300000.0,0.79,7.84,85765000.0,20
2018-01-31,267.84,286.63,267.4,281.9,1985600000.0,5.25,19.23,94552381.0,21
2018-02-28,281.07,283.06,252.92,271.65,2923700000.0,-3.35,30.14,153878947.0,19
2018-03-31,271.41,280.41,257.83,263.15,2323600000.0,-3.04,22.58,110647619.0,21
2018-04-30,262.55,271.3,254.67,264.51,1998600000.0,0.75,16.63,95171429.0,21
2018-05-31,263.87,274.25,259.05,270.94,1606400000.0,2.68,15.2,73018182.0,22
2018-06-30,272.41,279.48,268.49,271.28,1599000000.0,-0.41,10.99,76142857.0,21
2018-07-31,269.51,284.37,269.24,281.33,1266900000.0,4.39,15.13,60328571.0,21
2018-08-31,281.56,291.74,279.16,290.31,1308300000.0,3.11,12.58,56882609.0,23
2018-09-30,289.84,293.94,286.71,290.72,1228000000.0,0.3,7.23,64631579.0,19
2018-10-31,292.11,293.21,259.85,270.63,3024400000.0,-7.35,33.36,131495652.0,23
2018-11-30,271.6,281.22,263.07,275.65,2021100000.0,1.49,18.15,96242857.0,21
2018-12-31,280.28,280.4,233.76,249.92,3102900000.0,-10.83,46.64,163310526.0,19
2019-01-31,245.98,270.47,243.67,269.93,2048400000.0,9.74,26.8,97542857.0,21
2019-02-28,270.15,281.31,267.83,278.68,1371600000.0,3.16,13.48,72189474.0,19
2019-03-31,280.44,285.18,272.42,282.48,1678100000.0,0.73,12.76,79909524.0,21
2019-04-30,284.7,294.45,284.4,294.02,1209200000.0,3.27,10.05,57580952.0,21
2019-05-31,294.72,294.95,275.24,275.27,1845600000.0,-6.6,19.71,83890909.0,22
2019-06-30,275.31,296.31,273.09,293.0,1340400000.0,6.43,23.22,67020000.0,20
2019-07-31,296.68,302.23,294.33,297.43,1109900000.0,0.25,7.9,50450000.0,22
2019-08-31,297.6,300.87,281.72,292.45,2033900000.0,-1.73,19.15,92450000.0,22
2019-09-30,290.57,302.63,289.27,296.77,1304100000.0,2.13,13.36,65205000.0,20
2019-10-31,297.74,304.55,284.82,303.33,1386700000.0,1.88,19.73,60291304.0,23
2019-11-30,304.92,315.48,304.74,314.31,1037000000.0,3.08,10.74,51850000.0,20
2019-12-31,314.59,323.8,307.13,321.86,1284900000.0,2.31,16.67,61185714.0,21
2020-01-31,323.54,332.95,320.36,321.73,1392100000.0,-0.56,12.59,66290476.0,21
2020-02-29,323.35,339.08,285.54,296.26,2110500000.0,-8.38,53.54,111078947.0,19
2020-03-31,298.21,313.84,218.26,257.75,5925900000.0,-13.57,95.58,269359091.0,22
2020-04-30,247.98,294.88,243.9,290.48,2819500000.0,17.14,50.98,134261905.0,21
2020-05-31,285.31,306.84,272.99,304.32,1910700000.0,6.66,33.85,95535000.0,20
2020-06-30,303.62,323.41,296.74,308.36,2358700000.0,1.56,26.67,107213636.0,22
2020-07-31,309.57,327.23,309.07,326.52,1505300000.0,5.48,18.16,68422727.0,22
2020-08-31,328.32,351.3,327.73,349.31,1045700000.0,6.39,23.57,49795238.0,21
2020-09-30,350.21,358.75,319.8,334.89,1814900000.0,-4.37,38.95,86423810.0,21
2020-10-31,337.69,354.02,322.6,326.54,1629000000.0,-3.3,31.42,74045455.0,22
2020-11-30,330.2,364.38,327.24,362.06,1535100000.0,9.65,37.14,76755000.0,20
2020-12-31,365.57,378.46,362.03,373.88,1344400000.0,2.27,16.43,61109091.0,22
2021-01-31,375.31,385.85,364.82,370.07,1402300000.0,-1.4,21.03,73805263.0,19
2021-02-28,373.72,394.17,370.38,380.36,1307900000.0,1.78,23.79,68836842.0,19
2021-03-31,385.59,398.12,371.88,396.33,2401400000.0,2.79,26.24,104408696.0,23
2021-04-30,398.4,420.72,398.18,417.3,1462100000.0,4.74,22.54,69623810.0,21
2021-05-31,419.43,422.82,404.0,420.04,1547300000.0,0.15,18.82,77365000.0,20
2021-06-30,422.57,428.78,414.7,428.06,1282000000.0,1.3,14.08,58272727.0,22
2021-07-31,428.87,441.8,421.97,438.51,1422000000.0,2.25,19.83,67714286.0,21
2021-08-31,440.34,453.07,436.1,451.56,1253900000.0,2.55,16.97,56995455.0,22
2021-09-30,452.56,454.05,428.78,429.14,1745500000.0,-5.18,25.27,83119048.0,21
2021-10-31,430.98,459.56,426.36,459.25,1508600000.0,6.56,33.2,71838095.0,21
2021-11-30,460.3,473.54,455.3,455.56,1335400000.0,-1.03,18.24,63590476.0,21
2021-12-31,461.64,479.0,448.92,474.96,1927300000.0,2.89,30.08,87604545.0,22
2022-01-31,476.3,479.98,420.76,449.91,2485500000.0,-5.54,59.22,124275000.0,20
2022-02-28,450.68,458.12,410.64,436.63,2298100000.0,-3.12,47.48,120952632.0,19
2022-03-31,435.04,462.07,415.12,451.64,2380900000.0,3.82,46.95,103517391.0,23
2022-04-30,453.31,457.83,411.21,412.0,1856700000.0,-9.11,46.62,92835000.0,20
2022-05-31,412.07,429.66,380.54,412.93,2418400000.0,0.21,49.12,115161905.0,21
2022-06-30,415.17,417.44,362.17,377.25,1958700000.0,-9.13,55.27,93271429.0,21
2022-07-31,376.56,413.03,371.04,411.99,1437500000.0,9.41,41.99,71875000.0,20
2022-08-31,409.15,431.73,395.04,395.18,1443400000.0,-3.41,36.69,62756522.0,23
2022-09-30,392.89,411.73,357.04,357.18,1998800000.0,-9.09,54.69,95180952.0,21
2022-10-31,361.08,389.52,348.11,386.21,2024700000.0,6.96,41.41,96414286.0,21
2022-11-30,390.14,407.68,368.79,407.68,1745900000.0,4.5,38.89,83138095.0,21
2022-12-31,408.77,410.49,374.77,382.43,1735900000.0,-6.44,35.72,82661905.0,21
2023-01-31,384.37,408.16,377.83,406.48,1575600000.0,5.75,30.33,78780000.0,20
2023-02-28,405.21,418.31,393.64,396.26,1603100000.0,-2.21,24.67,84373684.0,19
2023-03-31,395.41,409.7,380.65,409.39,2516100000.0,3.54,29.05,109395652.0,23
2023-04-30,408.85,415.94,403.78,415.93,1395700000.0,1.73,12.16,73457895.0,19
2023-05-31,415.47,422.58,403.74,417.85,1780800000.0,0.57,18.84,80945455.0,22
2023-06-30,418.09,444.3,416.79,443.28,1750000000.0,6.03,27.51,83333333.0,21
2023-07-31,442.92,459.44,437.06,457.79,1374700000.0,3.36,22.38,68735000.0,20
2023-08-31,456.27,457.25,433.01,450.35,1755000000.0,-1.3,24.24,76304348.0,23
2023-09-30,453.17,453.67,422.29,427.48,1589200000.0,-5.67,31.38,79460000.0,20
2023-10-31,426.62,438.14,409.21,418.2,1999500000.0,-1.97,28.93,90886364.0,22
2023-11-30,419.2,458.32,418.65,456.4,1499900000.0,8.87,39.67,71423810.0,21
2023-12-31,455.77,477.55,454.31,475.31,1643800000.0,4.29,23.24,82190000.0,20
2024-01-31,472.16,491.62,466.43,482.88,1700500000.0,2.27,25.19,80976190.0,21
2024-02-29,484.63,510.13,483.8,508.08,1393300000.0,4.84,26.33,69665000.0,20
2024-03-31,508.98,524.61,504.91,523.07,1473700000.0,2.77,19.7,73685000.0,20
2024-04-30,523.83,524.38,493.86,501.98,1593100000.0,-4.17,30.52,72413636.0,22
2024-05-31,501.38,533.07,499.55,527.37,1153200000.0,5.18,33.52,52418182.0,22
2024-06-30,529.02,550.28,522.6,544.22,888200000.0,2.87,27.68,46747368.0,19
2024-07-31,545.63,565.16,537.45,550.81,1038600000.0,0.95,27.71,47209091.0,22
2024-08-31,552.57,564.2,510.27,563.68,1244300000.0,2.01,53.93,56559091.0,22
2024-09-30,560.47,574.71,539.44,573.76,1044800000.0,2.37,35.27,52240000.0,20
2024-10-31,573.4,586.12,565.27,568.64,976000000.0,-0.83,20.85,42434783.0,23
2024-11-30,571.32,603.35,567.89,602.55,901700000.0,5.47,35.46,45085000.0,20
2024-12-31,602.97,609.07,580.91,586.08,1059400000.0,-2.8,28.16,50447619.0,21
2025-01-31,589.39,610.78,575.35,601.82,995600000.0,2.11,35.43,49780000.0,20
2025-02-28,592.67,613.23,582.44,594.18,871700000.0,0.25,30.79,45878947.0,19
2025-03-31,596.18,597.34,546.87,559.39,1496700000.0,-6.17,50.47,71271429.0,21
2025-04-30,557.45,567.42,481.8,554.54,2237100000.0,-0.52,85.62,106528571.0,21
2025-05-31,560.37,595.54,556.04,589.39,1402300000.0,5.18,39.5,66776190.0,21
2025-06-30,587.76,619.22,585.06,617.85,1495300000.0,5.12,34.16,74765000.0,20
2025-07-31,616.36,639.85,615.52,632.08,1479800000.0,2.55,24.33,67263636.0,22
2025-08-31,626.3,649.48,619.29,645.05,1424100000.0,2.99,30.19,67814286.0,21
2025-09-30,637.5,667.34,634.92,666.18,1606400000.0,4.5,32.42,76495238.0,21
2025-10-31,663.17,689.7,652.84,682.06,1781800000.0,2.85,36.86,77469565.0,23
2025-11-30,685.67,685.8,650.85,683.39,1664700000.0,-0.33,34.95,87615789.0,19
2025-12-31,678.81,691.66,671.2,681.92,1656200000.0,0.46,20.46,75281818.0,22
2026-01-31,685.71,697.84,676.57,691.97,1600600000.0,0.91,21.27,80030000.0,20
2026-02-28,689.58,697.14,675.78,685.99,1615100000.0,-0.52,21.36,85005263.0,19
2026-03-31,678.7,688.62,633.11,634.09,1985000000.0,-6.57,55.51,99250000.0,20

Add data folder with SPY monthly data
